"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Empire College","3035 Cleveland Ave, Santa Rosa, California 95403-2126","www.empcol.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Master's degree|Doctor's degree - professional practice","City: Midsize","No","433","333","58%","NA","Fall 2011","$21,336","Medical/Clinical Assistant","114123","00903200"
"Epic Bible College","4330 Auburn Boulevard, Sacramento, California 95841","EPIC.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","172","145","0%","NA","Fall 2011","$7,601","-","124487","03403300"
"Feather River Community College District","570 Golden Eagle Ave, Quincy, California 95971-9124","www.frc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","Yes","2151","2151","35%","32%","Fall 2011","$11,088","-","114433","00859700"
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles","919 S Grand Ave, Los Angeles, California 90015-1421","www.fidm.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","2384","2367","73%","NA","Fall 2011","$40,448","-","114354","01111200"
"FIDM-Fashion Institute of Design & Merchandising-San Francisco","55 Stockton St, San Francisco, California 94108-5805","WWW.FIDM.EDU","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Large","No","279","279","NA","NA","Fall 2011","$36,135","-","114390","01111202"
"Fielding Graduate University","2020 De La Vina St, Santa Barbara, California 93105-3538","www.fielding.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","No","957","","NA","NA","Fall 2011","NA","-","114549","02096100"
"Five Branches University","200 7th Avenue, Santa Cruz, California 95062","www.fivebranches.edu","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Midsize","No","305","","NA","NA","Fall 2011","NA","-","114585","03131300"
"Foothill College","12345 El Monte Rd, Los Altos Hills, California 94022","https://foothill.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","15697","15697","56%","14%","Fall 2011","$7,481","-","114716","00119900"
"Franciscan School of Theology","4050 Mission Ave, Oceanside, California 92057","www.fst.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Suburb: Large","","","","NA","NA","Fall 2017","NA","-","11473401",""
"Franciscan School of Theology","4050 Mission Avenue, Oceanside, California 92057","www.fst.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","44","","NA","NA","Fall 2011","NA","-","114734","01179200"
"Fremont College","18000 Studebaker Road Suite 900A, Cerritos, California 90703","https://www.fremont.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","182","182","50%","NA","Fall 2011","$25,340","Legal Assistant/Paralegal","372073","03039900"
"Fresno Pacific University","1717 S Chestnut Ave, Fresno, California 93702-4709","www.fresno.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","4105","2803","65%","NA","Fall 2011","$14,235","-","114813","00125300"
"Fuller Theological Seminary","135 N Oakland Ave, Pasadena, California 91182","www.fuller.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","2463","","NA","NA","Fall 2011","NA","-","114840","00120000"
"Gnomon","1015 N Cahuenga Blvd Ste 54301, Hollywood, California 90038","https://www.gnomon.edu","4-year, primarily associate's, Private for-profit","Two but less than 4 years certificate|Bachelor's degree","City: Large","No","416","416","NA","NA","Fall 2011","$42,698","-","449384","04076400"
"Golden Gate University-Los Angeles","725 S. Figueroa Street, Suite 1550, Los Angeles, California 90017-5418","www.ggu.edu/","4-year, Private not-for-profit","Master's degree","City: Large","","","","NA","NA","Fall 2017","NA","-","11508303","00120518"
"Golden Gate University-San Francisco","536 Mission Street, San Francisco, California 94105-2968","www.ggu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2592","429","NA","NA","Fall 2011","NA","-","115083","00120500"
"Golden Gate University-Silicon Valley","3000 Mission College Blvd, Santa Clara, California 95054-2218","www.ggu.edu/","4-year, Private not-for-profit","Master's degree","City: Midsize","","","","NA","NA","Fall 2017","NA","-","11508306","00120504"
"Grace Mission University","1645 West Valencia Drive, Fullerton, California 92833-3860","www.gm.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","No","202","85","NA","NA","Fall 2011","$14,986","-","481058","04157800"
"Graduate Theological Union","2400 Ridge Rd, Berkeley, California 94709","WWW.GTU.EDU","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Midsize","No","192","","NA","NA","Fall 2011","NA","-","115214","00120700"
"Gurnick Academy of Medical Arts","2121 S El Camino Real Bldg C 200, San Mateo, California 94403","www.gurnick.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","1395","1395","59%","NA","Fall 2011","$23,049","Licensed Practical/Vocational Nurse Training","459213","04169800"
"Harvey Mudd College","301 Platt Blvd., Claremont, California 91711","https://www.hmc.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","861","861","96%","3%","Fall 2011","$38,135","-","115409","00117100"
"Hebrew Union College-Jewish Institute of Religion-Los Angeles","3077 University Ave, Los Angeles, California 90007-3796","huc.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","","","","NA","NA","Fall 2017","NA","-","20306702","00405402"
"High Tech High Graduate School of Education","2861 Womble Road, San Diego, California 92106","hthgse.edu","4-year, Private not-for-profit","Master's degree","City: Large","No","26","","NA","NA","Fall 2011","NA","-","485403","04217400"
"Holy Names University","3500 Mountain Blvd, Oakland, California 94619-1699","www.hnu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","884","591","43%","4%","Fall 2011","$21,890","-","115728","00118300"
"Homestead Schools","23800 Hawthorne Blvd. Ste 200, Torrance, California 90505","www.homesteadschools.net","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree","City: Midsize","No","150","150","83%","NA","Fall 2011","$12,885","Licensed Practical/Vocational Nurse Training","457086","04149700"
"Hope International University","2500 E Nutwood Ave, Fullerton, California 92831-3199","www.hiu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1373","868","48%","NA","Fall 2011","$25,150","-","120537","00125200"
"Humboldt State University","1 Harpst Street, Arcata, California 95521-8299","www.humboldt.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","8525","7862","47%","5%","Fall 2011","$14,140","-","115755","00114900"
"Humphreys College-Modesto","3600 Sisk Rd Ste 5A, Modesto, California 95356-0532","humphreys.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","","","NA","NA","Fall 2017","NA","-","11577301","00121203"
"Humphreys University-Stockton and Modesto Campuses","6650 Inglewood Ave, Stockton, California 95207-3896","www.humphreys.edu","4-year, Private not-for-profit","Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","421","324","41%","NA","Fall 2011","$18,479","-","115773","00121200"
"Hussian College-Relativity Campus California","1201 W. 5th Street, Los Angeles, California 90017-2019","relativityschool.org/","4-year, Private for-profit","Bachelor's degree|Postbaccalaureate certificate","City: Large","No","200","199","NA","NA","Fall 2011","$44,283","-","486965","00746901"
"Institute of Buddhist Studies","2140 Durant Avenue, Berkeley, California 94704","www.shin-ibs.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","","","NA","NA","Fall 2017","NA","-","489335",""
"Interior Designers Institute","1061 Camelback Street, Newport Beach, California 92660","idi.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Small","No","208","208","NA","NA","Fall 2011","NA","-","116226","02520300"
"International Technological University","2711 North First Street, San Jose, California 95134","itu.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Large","No","827","","NA","NA","Fall 2011","NA","-","443128",""
"Irell & Manella Graduate School of Biological Sciences at City of Hope","1500 East Duarte Road, Duarte, California 91010-3000","https://www.cityofhope.org/grad-school","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","95","","NA","NA","Fall 2011","NA","-","441238","03592400"
"Jesuit School of Theology of Santa Clara University","1735 LeRoy Ave, Berkeley, California 94709","www.scu.edu/jst","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","","","","NA","NA","Fall 2017","NA","-","12293101","00132604"
"John F. Kennedy University","100 Ellinwood Way, Pleasant Hill, California 94523-4817","https://www.jfku.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","No","815","96","NA","NA","Fall 2011","NA","-","116712","00448400"
"John Paul the Great Catholic University","155 W. Grand Ave, Escondido, California 92025","https://jpcatholic.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","329","260","61%","NA","Fall 2011","$30,385","-","462354","04193700"
"Keck Graduate Institute","535 Watson Dr, Claremont, California 91711","www.kgi.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","591","","NA","NA","Fall 2011","NA","-","440031","03853300"
"La Sierra University","4500 Riverwalk Parkway, Riverside, California 92505-8247","https://lasierra.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","2449","2029","47%","2%","Fall 2011","$25,661","-","117627","00121500"
"Laguna College of Art and Design","2222 Laguna Canyon Rd, Laguna Beach, California 92651","www.lcad.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Rural: Fringe","Yes","688","636","52%","NA","Fall 2011","$36,887","-","117168","02330500"
"Laurus College","81 Higuera St Ste 110, San Luis Obispo, California 93401","www.lauruscollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","1117","1117","79%","8%","Fall 2014","$11,241","Medical Insurance Specialist/Medical Biller","454786","04141400"
"Life Chiropractic College West","25001 Industrial Blvd, Hayward, California 94545-2800","www.lifewest.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","City: Midsize","No","620","","NA","NA","Fall 2011","NA","-","117520","02228500"
"Life Pacific College","1100 W. Covina Blvd., San Dimas, California 91773-3298","www.lifepacific.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","581","520","48%","NA","Fall 2011","$19,919","-","117104","02270600"
"Lincoln Law School of Sacramento","3140 J Street, Sacramento, California 95816","www.lincolnlaw.edu","4-year, Private for-profit","Doctor's degree - professional practice","City: Large","No","","","NA","NA","Fall 2011","NA","-","117548",""
"Lincoln University","401 15th Street, Oakland, California 94612-2801","www.lincolnuca.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","659","107","83%","13%","Fall 2011","$15,462","-","117557","00697500"
"Loma Linda University","11139 Anderson Street, Loma Linda, California 92350","www.llu.edu/index.html","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","Yes","4417","1183","NA","NA","Fall 2011","NA","-","117636","00121800"
"Los Angeles Academy of Figurative Art","16926 Saticoy Street, Van Nuys, California 91406-2127","laafa.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree","City: Large","No","14","14","NA","NA","Fall 2011","NA","-","490124","04248300"
"Los Angeles Center","6701 Center Drive West #1200, Los Angeles, California 90045-1746","www.myunion.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2017","NA","-","20627901","01092303"
"Los Angeles College of Music","370 S Fair Oaks Ave, Pasadena, California 91105","www.lacm.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","235","235","73%","NA","Fall 2011","$31,227","-","446385","03868400"
"Los Angeles Film School","6363 Sunset Blvd, Hollywood, California 90028-7318","www.lafilm.edu","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","City: Large","No","3653","3653","60%","4%","Fall 2011","$29,283","Music Technology","436429","04037300"
"Los Angeles Pacific University","300 N Lone Hill Avenue, #200, San Dimas, California 91773-1741","https://www.lapu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","2339","1939","11%","19%","Fall 2011","$19,668","-","474863","04278800"
"Loyola Marymount University","One Lmu Drive, Los Angeles, California 90045-2659","www.lmu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9618","6391","79%","NA","Fall 2011","$42,459","-","117946","01164900"
"Marshall B Ketchum University","2575 Yorba Linda Blvd, Fullerton, California 92831-1699","www.ketchum.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","618","","NA","NA","Fall 2011","NA","-","123943","00123000"
"Marymount California University","30800 Palos Verdes Drive East, Rancho Palos Verdes, California 90275-6299","www.marymountcalifornia.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","967","929","35%","54%","Fall 2011","$30,179","-","118541","01047400"
"Marymount California University - Lakeside Campus","3700 Country Club Dr., Lucerne, California 95458-0000","www.marymountcalifornia.edu/lakeside/explore","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","No","","","NA","NA","Fall 2017","NA","-","11854102",""
"Marymount University - Waterfront Campus","222 West Sixth Street, San Pedro, California 90731-3316","www.marymountcalifornia.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","","","NA","NA","Fall 2017","NA","-","11854101",""
"Menlo College","1000 El Camino Real, Atherton, California 94027-4301","www.menlo.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","744","744","53%","13%","Fall 2011","$29,845","-","118693","00123600"
"Meridian University","47 Sixth Street, Petaluma, California 94952-3092","meridianuniversity.edu/","4-year, Private for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Small","No","","","NA","NA","Fall 2017","NA","-","491808","04271100"
"Middlebury Institute of International Studies at Monterey","460 Pierce Street, Monterey, California 93940","www.middlebury.edu/institute/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","No","754","13","NA","NA","Fall 2011","NA","-","119058","00369110"
"Mills College","5000 MacArthur Blvd, Oakland, California 94613","https://www.mills.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","1310","761","69%","NA","Fall 2011","$26,086","-","118888","00123800"
"Minerva Schools at Keck Graduate Institute","535 Watson Drive, Claremont, California 91711","https://www.minerva.kgi.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","468","468","NA","NA","Fall 2011","$17,108","-","484844",""
"MiraCosta College","One Barnard Drive, Oceanside, California 92056-3899","www.miracosta.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","14617","14617","31%","18%","Fall 2011","$3,480","-","118912","00123900"
"MiraCosta College - San Elijo Campus","3333 Manchester Avenue, Cardiff, California 92007-1516","miracosta.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2017","NA","-","11891201","00123901"
"Modesto Junior College","435 College Ave, Modesto, California 95350-5800","www.mjc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","17880","17880","19%","14%","Fall 2011","$10,194","-","118976","00124000"
"Mount Saint Mary's University","12001 Chalon Rd, Los Angeles, California 90049-1599","https://www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","3226","2602","66%","30%","Fall 2011","$28,910","-","119173","00124300"
"Mount Saint Mary's University - Doheny Campus","10 Chester Place, Los Angeles, California 90007","www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","","","NA","NA","Fall 2017","NA","-","11917301","00124301"
"Mt Sierra College","800 Royal Oaks Drive, Suite 101, Monrovia, California 91016","www.mtsierra.edu","4-year, Private for-profit","Bachelor's degree","Suburb: Large","No","202","202","27%","NA","Fall 2011","$22,022","-","398130","03128700"
"Musicians Institute","6752 Hollywood Blvd., Hollywood, California 90028","www.mi.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","990","990","61%","NA","Fall 2011","$36,165","-","119270","02161800"
"National University","11255 North Torrey Pines Road, La Jolla, California 92037-1011","www.nu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","No","17097","7877","42%","NA","Fall 2011","$23,232","-","119605","01146000"
"Naval Postgraduate School","1 University Circle, Monterey, California 93943","https://www.nps.edu","4-year, Public","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Midsize","No","2704","","NA","NA","Fall 2011","NA","-","119678","00131000"
"New York Film Academy","3300 West Riverside Drive, Burbank, California 91505","www.nyfa.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree","City: Midsize","No","1487","1080","73%","4%","Fall 2011","$42,257","-","461148","04118800"
"Newschool of Architecture and Design","1249 F St, San Diego, California 92101","www.newschoolarch.edu","4-year, Private for-profit","Bachelor's degree|Master's degree","City: Large","No","554","436","39%","NA","Fall 2011","$35,402","-","119775","03043900"
"Northcentral University","2488 Historic Decatur Rd., San Diego, California 92106","www.ncu.edu","4-year, Private for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","10788","89","NA","NA","Fall 2011","NA","-","444130","03813300"
"Notre Dame de Namur University","1500 Ralston Ave, Belmont, California 94002-1908","www.ndnu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1605","924","48%","43%","Fall 2011","$28,167","-","120184","00117900"
"Occidental College","1600 Campus Rd, Los Angeles, California 90041-3392","https://www.oxy.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1972","1972","84%","12%","Fall 2011","$33,738","-","120254","00124900"
"Oikos University","7850 Edgewater Drive, Oakland, California 94621-2041","www.oikos.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","","","NA","NA","Fall 2017","NA","-","491491","04238300"
"Otis College of Art and Design","9045 Lincoln Blvd, Los Angeles, California 90045-3505","www.otis.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1115","1062","55%","NA","Fall 2011","$42,699","-","120403","00125100"
"Pacific College","3160 Red Hill Ave, Costa Mesa, California 92626","www.pacific-college.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","350","350","79%","NA","Fall 2011","$16,541","Licensed Practical/Vocational Nurse Training","422695","03299300"
"Pacific College of Oriental Medicine-San Diego","7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407","www.PacificCollege.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","941","161","33%","NA","Fall 2011","$21,372","-","378576","03027700"
"Pacific Oaks College","55 Eureka Street, Pasadena, California 91103","www.pacificoaks.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","1100","467","NA","NA","Fall 2011","NA","-","120768","00125500"
"Pacific School of Religion","1798 Scenic Ave, Berkeley, California 94709","www.psr.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Midsize","Yes","110","","NA","NA","Fall 2011","NA","-","120795","00125600"
"Pacific States University","3424 Wilshire Blvd. 12th floor, Los Angeles, California 90010-2263","www.psuca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","56","8","0%","100%","Fall 2011","NA","-","120838","03163300"
"Pacific Union College","One Angwin Ave, Angwin, California 94508-9707","www.puc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","1229","1226","52%","34%","Fall 2011","$22,327","-","120865","00125800"
"Pacifica Graduate Institute","249 Lambert Rd, Carpinteria, California 93013","www.pacifica.edu","4-year, Private for-profit","Master's degree|Doctor's degree - research/scholarship","Rural: Fringe","Yes","852","","NA","NA","Fall 2011","NA","-","115746","03126800"
"Palo Alto University","1791 Arastradero Rd, Palo Alto, California 94304-1337","www.paloaltou.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Rural: Fringe","No","1074","125","NA","NA","Fall 2011","NA","-","120698","02138300"
"Pardee RAND Graduate School","1776 Main St, Santa Monica, California 90401-3208","www.prgs.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Small","No","104","","NA","NA","Fall 2011","NA","-","121628","01044100"
"PCI College","17215 Studebaker Rd #310, Cerritos, California 90703","www.pci-ed.com","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","86","86","68%","NA","Fall 2014","$22,265","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","439871","03479300"
"Pepperdine University","24255 Pacific Coast Hwy, Malibu, California 90263","www.pepperdine.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","7710","3604","85%","NA","Fall 2011","$36,372","-","121150","01014900"
"Phillips Graduate University","19900 Plummer Street, Chatsworth, California 91311","pgu.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","273","","NA","NA","Fall 2011","NA","-","110307","02237200"
"Pitzer College","1050 North Mills Avenue, Claremont, California 91711-6101","https://www.pitzer.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1074","1074","83%","NA","Fall 2011","$26,935","-","121257","00117200"
"Platt College-Anaheim","1551 South Douglass Road, Anaheim, California 92806-5949","www.plattcollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Large","No","240","240","NA","NA","Fall 2011","$19,660","-","490878","03062703"
"Platt College-Los Angeles","1000 South Fremont Avenue, A10, Alhambra, California 91803","www.plattcollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","587","587","61%","2%","Fall 2011","$25,905","-","260789","03062700"
"Platt College-Ontario","3700 Inland Empire Boulevard, Ste 400, Ontario, California 91764","www.plattcollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Midsize","No","527","527","57%","3%","Fall 2011","$20,947","-","432384","03062701"
"Platt College-Riverside","6465 Sycamore Canyon Blvd Ste 100, Riverside, California 92507","www.plattcollege.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Large","No","524","524","NA","NA","Fall 2011","$21,559","-","480204","03062702"
"Platt College-San Diego","6250 El Cajon Blvd, San Diego, California 92115-3919","www.platt.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","178","178","83%","NA","Fall 2011","$37,753","-","121275","02304300"
"Point Loma Nazarene University","3900 Lomaland Dr, San Diego, California 92106-2899","www.pointloma.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","4417","3100","74%","22%","Fall 2011","$31,349","-","121309","00126200"
"Pomona College","550 N College Ave, Claremont, California 91711-6319","www.pomona.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1599","1599","93%","NA","Fall 2011","$18,427","-","121345","00117300"
"Presbyterian Theological Seminary in America","15605 Carmenita Road, Santa Fe Springs, California 90670-5647","ptsa.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","Suburb: Large","No","160","41","NA","NA","Fall 2011","$18,531","-","490045","04122800"
"Presidio Graduate School","1202 Ralston Ave #300, San Francisco, California 94129-1749","www.presidio.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Large","Yes","100","","NA","NA","Fall 2011","NA","-","486433","04235500"
"Providence Christian College","1539 East Howard Street, Pasadena, California 91104","www.providencecc.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","167","167","57%","NA","Fall 2011","$21,992","-","455770","04153900"
"Reiss-Davis Graduate Center","3200 Motor Ave., Los Angeles, California 90034","www.reissdavis.org","4-year, Private not-for-profit","Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2017","NA","-","492209",""
"Relay Graduate School of Education - California","2001 Gateway Place Suite 230 E, San Jose, California 95110-3719","relay.edu/","4-year, Private not-for-profit","Master's degree","City: Large","","","","NA","NA","Fall 2017","NA","-","47503315","04208615"
"Rio Hondo College","3600 Workman Mill Rd, Whittier, California 90601-1616","www.riohondo.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","19948","19948","20%","8%","Fall 2011","$6,406","-","121886","00126900"
