unit: ug/m3,,,,,,,,,,,,,,,,,,,,
Time,K,Ca,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Ba,Pb,PM2.5,Cl-,NO3-,SO4=,NH4+,OC,EC
12/21/2014 17:00,1.544,1.468,0.002853,0.0117,0.086625,1.834,0.00481,0.025744,0.373249,0.023324,0.007634,0.103285,0.227666,71.8842,4.856,12.752,7.95,7.996,15.3153,3.0935
12/21/2014 18:00,1.325,1.022,0.001671,0.009271,0.075538,1.294,0.003628,0.020637,0.262264,0.022364,0.00649,0.074976,0.176043,71.4612,6.257,13.473,8.459,9.434,16.4115,3.4889
12/21/2014 19:00,1.451,0.818281,0.001163,0.011599,0.070834,1.035,0.005238,0.019678,0.261231,0.023175,0.006527,0.059095,0.150781,94.7527,6.907,13.018,8.783,10.367,17.1913,3.9785
12/21/2014 20:00,1.801,0.884294,0.002445,0.006969,0.076971,1.158,0.003143,0.022405,0.340115,0.02601,0.007998,0.067064,0.157288,96.7089,5.438,14.312,10.842,10.315,17.9512,4.2841
12/21/2014 21:00,1.797,0.742599,0.00294,0.006856,0.081005,1.086,0.003439,0.022866,0.323009,0.026153,0.010316,0.056124,0.179147,91.6036,5.351,14.717,11.412,10.46,16.9953,3.4614
12/21/2014 22:00,1.833,0.687041,0.004801,0.011893,0.078107,1.047,0.005418,0.02256,0.274967,0.021855,0.011103,0.048061,0.162797,90.9133,6.272,13.905,14.077,11.702,18.2923,3.9269
12/21/2014 23:00,2.099,0.760016,0.002663,0.0119,0.085347,1.185,0.005166,0.025272,0.302649,0.024098,0.012328,0.055751,0.182308,95.5272,6.872,14.081,9.364,10.143,18.3479,4.1391
12/22/2014 0:00,2.095,0.734186,0.00318,0.015779,0.08696,1.069,0.003655,0.030397,0.468379,0.032177,0.009533,0.052528,0.180524,114.3927,8.537,14.789,9.823,11.237,22.0316,4.7589
12/22/2014 1:00,2.101,0.731793,0.005603,0.008724,0.086897,1.083,0.003386,0.081151,0.490374,0.03655,0.00819,0.071086,0.17619,117.9945,9.392,15.022,10.923,11.451,23.034,5.3742
12/22/2014 2:00,2.045,0.791058,0.004621,0.00939,0.085786,1.147,0.003768,0.087653,0.440764,0.032936,0.008838,0.070258,0.173343,115.0058,8.316,14.302,10.943,11.671,22.1323,5.0043
12/22/2014 3:00,1.742,0.752766,0.003629,0.007734,0.071894,0.954378,0.003984,0.081514,0.455035,0.030191,0.008178,0.058733,0.12974,102.3492,8.638,13.707,11.835,12.013,25.5924,5.0725
12/22/2014 4:00,1.861,0.844332,0.003533,0.007108,0.066495,0.988132,0.003575,0.060555,0.485393,0.030574,0.008762,0.061439,0.158841,107.1598,8.669,13.011,10.852,11.367,20.6967,4.3007
12/22/2014 5:00,1.685,0.633939,0.002018,0.006897,0.059823,0.950189,0.003641,0.048767,0.450828,0.027098,0.008205,0.049842,0.125013,108.554,7.34,12.876,9.729,10.339,16.0459,3.427
12/22/2014 6:00,1.532,0.518282,0.002198,0.005203,0.053542,0.806753,0.00252,0.046143,0.339304,0.020388,0.008658,0.040339,0.115921,92.9455,6.466,14.343,9.788,10.363,14.9399,3.2308
12/22/2014 7:00,1.407,0.576576,0.002942,0.005462,0.05384,0.820111,0.002527,0.027205,0.30096,0.018668,0.009195,0.047887,0.0886,86.6306,4.897,13.003,8.702,8.495,15.5098,4.1534
12/22/2014 8:00,1.362,0.691531,0.00266,0.005119,0.060236,0.805379,0.002458,0.031257,0.353076,0.023864,0.009817,0.043608,0.140133,80.9281,3.67,11.075,7.544,6.893,17.1226,4.3623
12/22/2014 9:00,1.509,0.778916,0.001391,0.006956,0.093306,0.983331,0.002504,0.043495,0.616996,0.02655,0.010549,0.042192,0.170076,64.489,3.577,8.413,5.245,5.442,16.1753,3.867
12/22/2014 10:00,1.478,0.841871,0.001059,0.007093,0.086712,1.032,0.002115,0.037177,0.469254,0.024915,0.009318,0.044352,0.195309,50.7972,3.242,9.161,5.22,5.275,10.9205,2.751
12/22/2014 11:00,1.221,1.17,0.000925,0.007362,0.066861,1.129,0.002266,0.024084,0.350796,0.025066,0.006608,0.067788,0.161995,49.3091,4.161,11.868,6.34,6.824,12.5114,3.1327
12/22/2014 12:00,1.642,2.468,0.004931,0.015724,0.101168,2.471,0.005979,0.039731,0.400134,0.029822,0.006585,0.160263,0.256049,63.8839,2.842,8.919,4.455,4.832,9.278,2.0701
12/22/2014 13:00,1.382,2.457,0.003382,0.018433,0.096877,2.694,0.006542,0.030918,0.231318,0.028425,0.004779,0.175545,0.218358,40.8619,2.406,8.356,4.006,4.244,8.1949,1.7898
12/22/2014 14:00,1.133,1.972,0.003333,0.016473,0.084084,2.271,0.004935,0.026703,0.229149,0.019821,0.00359,0.142546,0.116843,41.1808,1.958,8.537,3.864,3.995,8.313,1.7882
12/22/2014 15:00,0.779571,0.761656,0.001175,0.007722,0.054866,0.865567,0.002461,0.016691,0.21323,0.017893,0.003555,0.04787,0.083147,47.6937,2.106,8.259,3.626,4.298,8.2239,1.9529
12/22/2014 16:00,0.852776,0.996113,0.001484,0.011104,0.065637,1.144,0.00354,0.01882,0.256931,0.016478,0.003719,0.0682,0.071334,46.523,2.655,10.145,4.321,5.036,9.8262,2.3072
12/22/2014 17:00,0.864553,0.916198,0.002411,0.009624,0.065377,1.061,0.003294,0.020562,0.347827,0.017675,0.004135,0.063816,0.080982,51.0465,2.837,9.068,3.889,4.834,11.4724,2.5423
12/22/2014 18:00,0.892632,0.735067,0.001049,0.010031,0.0608,0.840951,0.003002,0.020933,0.325722,0.01805,0.004068,0.058648,0.1285,46.8637,3.455,8.568,4.797,4.772,13.2146,3.5333
12/22/2014 19:00,1.065,0.966223,0.006361,0.010139,0.154152,1.58,0.005729,0.035548,0.444762,0.021102,0.0052,0.091304,0.181232,62.4372,7.519,9.028,5.5,6.701,19.9997,6.7036
12/22/2014 20:00,1.894,1.225,0.009705,0.013288,0.169902,2.08,0.008021,0.072277,0.534783,0.025784,0.007855,0.087646,0.272877,88.8897,9.178,9.764,5.405,7.652,19.2966,7.2565
12/22/2014 21:00,1.983,1.083,0.00553,0.011885,0.112929,1.683,0.005948,0.069615,0.429132,0.024501,0.007107,0.082608,0.233929,94.8711,7.896,11.449,5.633,8.183,16.1549,6.0245
12/22/2014 22:00,1.729,0.827084,0.003935,0.008725,0.0774,1.147,0.00475,0.054906,0.310791,0.02219,0.007353,0.068794,0.164269,79.1132,6.488,12.58,5.667,8.081,14.5706,5.2046
12/22/2014 23:00,1.433,0.641763,0.003251,0.008223,0.111867,0.992534,0.004115,0.025513,0.302158,0.023716,0.008783,0.052466,0.12257,67.3259,4.984,13.536,5.844,7.807,14.3085,3.8833
12/23/2014 0:00,1.255,0.532604,0.001945,0.010454,0.092012,1.009,0.004446,0.025075,0.306069,0.022112,0.007525,0.050027,0.10473,71.6961,4.601,14.17,5.837,7.648,13.3011,3.4669
12/23/2014 1:00,1.099,0.41713,0.001083,0.00646,0.066211,0.657625,0.003288,0.023882,0.266509,0.018949,0.00624,0.039034,0.10163,69.0678,3.21,13.515,5.643,6.773,12.5193,2.9363
12/23/2014 2:00,1.035,0.446261,0.009451,0.00586,0.092095,0.764105,0.005434,0.02205,0.313516,0.020039,0.006198,0.037202,0.099021,63.9479,3.864,10.326,4.976,5.995,13.7084,3.9999
12/23/2014 3:00,0.944679,0.359026,0.010588,0.005509,0.070676,0.726972,0.00573,0.022717,0.368854,0.020296,0.005544,0.03204,0.098541,43.0304,2.259,7.408,3.942,4.128,8.6943,2.0847
12/23/2014 4:00,0.752238,0.261951,0.00608,0.003903,0.06558,0.633853,0.003895,0.017207,0.284376,0.012264,0.005229,0.023619,0.078058,35.6996,1.688,6.578,3.538,3.246,7.876,1.6852
12/23/2014 5:00,0.634178,0.288946,0.005354,0.003995,0.046571,0.58546,0.003407,0.016775,0.261796,0.009548,0.006095,0.022173,0.073281,36.5081,1.621,5.828,3.154,2.861,7.7425,1.7468
12/23/2014 6:00,0.611576,0.245564,0.005188,0.003641,0.046749,0.426308,0.002917,0.016688,0.256202,0.008248,0.004559,0.016619,0.06546,30.8831,2.181,4.882,2.78,2.317,7.7295,1.7277
12/23/2014 7:00,0.669467,0.30098,0.004191,0.002877,0.056002,0.454789,0.002706,0.019828,0.240584,0.008105,0.004019,0.020497,0.06364,33.2801,1.771,4.648,2.532,2.113,7.7227,2.4451
12/23/2014 8:00,0.702346,0.452911,0.006329,0.002974,0.062304,0.780561,0.003418,0.032878,0.334738,0.008918,0.004589,0.033236,0.073602,33.6881,2.128,6.791,3.326,2.897,9.5166,3.6127
12/23/2014 9:00,0.773369,0.525295,0.007254,0.003442,0.096619,1.082,0.003526,0.033429,0.449355,0.009004,0.004255,0.038508,0.072778,15.1388,2.095,8.171,3.699,3.538,9.2695,2.9284
12/23/2014 10:00,0.763312,0.505247,0.007334,0.004911,0.084748,0.911004,0.004609,0.01817,0.34035,0.009494,0.003449,0.033576,0.05487,21.1438,0.957,9.761,3.969,3.385,8.1336,1.9197
12/23/2014 11:00,0.626103,0.517057,0.007185,0.004807,0.055036,0.695782,0.004394,0.012947,0.178513,0.008954,0.003449,0.034184,0.045787,24.7356,0.731,10.534,4.77,4.378,7.0369,1.1853
12/23/2014 12:00,0.598877,0.6097,0.00629,0.003933,0.038256,0.752453,0.00363,0.013894,0.128838,0.009359,0.003652,0.048683,0.056074,23.0652,1.027,10.814,5.276,4.758,7.7694,1.1354
12/23/2014 13:00,0.529521,0.199374,0.006313,0.002383,0.029738,0.342696,0.003212,0.010265,0.130475,0.010399,0.003849,0.020996,0.061185,36.9246,0.801,12.012,5.561,5.098,8.2037,1.3605
12/23/2014 14:00,0.64833,0.256901,0.007805,0.003792,0.051543,0.5435,0.003739,0.014205,0.22436,0.01307,0.004897,0.026454,0.075916,45.9521,0.927,13.146,6.165,5.753,8.9986,1.6415
12/23/2014 15:00,0.729379,0.353603,0.009842,0.00492,0.065928,0.744636,0.005383,0.015433,0.23387,0.011843,0.004627,0.036368,0.080541,56.1534,1.137,13.855,6.721,6.332,9.3347,2.0491
12/23/2014 16:00,0.792453,0.436235,0.009075,0.005207,0.080597,0.997466,0.005265,0.016578,0.279366,0.013023,0.004172,0.050363,0.072316,51.184,1.219,13.215,6.959,6.276,9.5624,1.9883
12/23/2014 17:00,0.806355,0.280401,0.00766,0.004764,0.106185,1.027,0.004145,0.017185,0.42335,0.011875,0.004256,0.038381,0.057433,54.4882,1.681,13.459,7.173,6.653,12.5206,3.1181
12/23/2014 18:00,0.866953,0.366938,0.008248,0.005254,0.110922,1.07,0.004588,0.019651,0.385018,0.011056,0.004227,0.043949,0.062199,62.377,1.993,13.374,7.291,6.645,17.0393,3.9776
12/23/2014 19:00,1.013,0.499172,0.009957,0.008584,0.099088,1.247,0.006749,0.023562,0.297645,0.018359,0.004693,0.054667,0.216398,65.4111,2.93,14.307,7.773,7.47,17.0073,5.7317
12/23/2014 20:00,1.077,0.473577,0.013227,0.006621,0.070725,1.053,0.007962,0.025619,0.260154,0.015509,0.004811,0.052861,0.118845,70.86,3.546,13.914,7.888,7.325,18.3379,6.5623
12/23/2014 21:00,1.281,0.709157,0.016041,0.005998,0.066843,1.268,0.006732,0.041657,0.223375,0.015964,0.004649,0.064844,0.090485,71.6592,3.406,14.277,7.947,7.739,19.5257,6.6927
12/23/2014 22:00,1.389,0.747218,0.015022,0.006156,0.071066,1.238,0.006664,0.043229,0.223688,0.0246,0.004283,0.06362,0.477591,71.0167,4.573,15.06,8.112,8.128,20.7722,7.39
12/23/2014 23:00,1.35,0.738228,0.017006,0.00579,0.068306,1.265,0.006771,0.045619,0.263069,0.016658,0.0047,0.062794,0.131713,73.8561,4.143,14.13,7.612,8.57,24.1,7.1788
12/24/2014 0:00,1.472,0.456539,0.015828,0.004452,0.069333,1.059,0.00786,0.037592,0.260229,0.019182,0.004759,0.050273,0.096364,110.6578,4.324,13.685,7.871,7.587,27.8582,6.3218
12/24/2014 1:00,1.708,0.296795,0.013414,0.011503,0.096646,1.36,0.007457,0.031639,0.22383,0.020814,0.005284,0.044358,0.075833,97.2197,3.957,13.709,7.38,7.166,23.3959,5.8068
12/24/2014 2:00,1.656,0.369305,0.009704,0.016129,0.094251,1.185,0.007524,0.031594,0.52832,0.026736,0.009446,0.047097,0.093947,87.7036,4.223,15.613,7.273,8.351,18.6049,4.6915
12/24/2014 3:00,1.468,0.442711,0.006446,0.012116,0.076159,0.911298,0.00689,0.031463,1.007,0.030321,0.012045,0.049081,0.130492,100.6009,6.752,16.37,8.064,9.79,20.045,4.9634
12/24/2014 4:00,1.605,0.490434,0.007781,0.014406,0.0953,1.013,0.007751,0.039375,0.667864,0.028488,0.010284,0.061747,0.121901,105.2064,7.017,13.053,7.276,8.554,22.1842,5.8255
12/24/2014 5:00,1.923,0.706026,0.006069,0.016567,0.11009,1.199,0.008447,0.057266,1.169,0.035787,0.011776,0.075543,0.16863,103.7532,5.098,10.714,6.158,6.651,21.8297,5.5341
12/24/2014 6:00,1.977,0.942254,0.003883,0.016933,0.113825,1.235,0.007988,0.064642,1.064,0.048385,0.01327,0.070024,0.221181,95.3464,4.506,11.71,6.731,6.852,21.1219,4.9933
12/24/2014 7:00,2.033,1.011,0.007583,0.018548,0.115771,1.324,0.00851,0.065726,1.048,0.056805,0.014531,0.06941,0.265521,128.3022,8.884,19.259,11.153,12.88,21.657,5.064
12/24/2014 8:00,2.32,1.026,0.005319,0.016686,0.133597,1.441,0.007026,0.061162,1.015,0.054844,0.0173,0.059244,0.343067,134.5242,12.575,21.741,12.006,15.766,23.7322,5.7118
12/24/2014 9:00,2.847,1.884,0.006061,0.027587,0.198383,2.463,0.009451,0.069493,1.253,0.058239,0.019792,0.088464,0.376183,130.1861,13.007,26.212,12.932,17.635,24.5192,5.9485
12/24/2014 10:00,2.627,1.437,0.00981,0.027435,0.189377,2.557,0.010924,0.063649,1.284,0.048672,0.020117,0.08758,0.300509,123.7671,10.475,29.939,13.198,18.39,23.7424,5.1093
12/24/2014 11:00,2.398,1.243,0.010674,0.022454,0.158501,2.362,0.011235,0.054742,1.149,0.039851,0.019583,0.0826,0.255585,148.1717,8.987,31.163,13.106,17.942,24.1143,4.7084
12/24/2014 12:00,2.189,1.218,0.012377,0.019823,0.142167,2.071,0.010747,0.051984,0.913578,0.035338,0.018392,0.087645,0.218979,120.343,6.444,24.737,10.836,14.02,18.3281,3.6219
12/24/2014 13:00,1.834,1.015,0.008611,0.014102,0.120804,1.582,0.008052,0.039549,0.749819,0.026729,0.015582,0.072209,0.16666,94.5898,5.622,25.322,10.399,13.838,17.4848,3.4773
12/24/2014 14:00,1.834,1.111,0.009407,0.012387,0.1206,1.602,0.00724,0.034554,0.697713,0.026062,0.015791,0.076001,0.14178,83.7914,4.276,23.714,8.668,12.021,15.3001,3.1261
12/24/2014 15:00,1.594,1.114,0.006665,0.013428,0.100087,1.61,0.006044,0.028661,0.500396,0.022941,0.012854,0.080875,0.10798,70.498,4.142,22.449,8.087,11.145,14.477,2.8068
12/24/2014 16:00,1.526,0.956173,0.006559,0.011516,0.09949,1.46,0.006264,0.027839,0.419228,0.02114,0.011218,0.067012,0.102518,97.9353,5.804,25.382,10.203,13.631,15.8467,3.3556
12/24/2014 17:00,2.11,1.249,0.01573,0.016425,0.155353,2.269,0.009421,0.041778,0.545585,0.027262,0.017789,0.085463,0.152352,116.0609,5.95,23.745,9.458,14.139,18.9634,3.835
12/24/2014 18:00,2.039,0.98114,0.012094,0.011772,0.126034,1.793,0.007796,0.032489,0.551758,0.028889,0.014138,0.070746,0.142561,122.4946,6.52,30.013,10.995,15.6,24.0445,4.7016
12/24/2014 19:00,2.398,1.036,0.006313,0.019653,0.14713,1.593,0.007508,0.037179,0.614555,0.029444,0.013462,0.07001,0.18864,124.8809,6.47,35.854,13.989,18.595,22.7288,4.0635
12/24/2014 20:00,2.485,1.297,0.00488,0.025508,0.111978,1.707,0.017381,0.029825,0.580994,0.029128,0.014469,0.068119,0.21249,122.154,5.29,37.031,16.48,20.142,19.4916,3.7102
12/24/2014 21:00,2.202,0.752367,0.003174,0.046221,0.100316,1.375,0.021736,0.028558,0.59325,0.033017,0.014201,0.049512,0.185869,169.5096,5.769,47.265,21.954,24.605,22.8726,4.5975
12/24/2014 22:00,2.603,0.646537,0.006162,0.071608,0.104904,1.579,0.04262,0.044126,0.728352,0.0458,0.017592,0.053607,0.231243,180.9866,5.489,46.631,21.678,25.204,23.4045,4.7032
12/24/2014 23:00,2.756,0.562337,0.006781,0.129483,0.120222,2.091,0.094667,0.055616,0.766346,0.048701,0.018294,0.056847,0.242972,156.2061,5.116,39.257,17.926,20.98,22.4416,4.2882
12/25/2014 0:00,2.797,0.852116,0.006877,0.081267,0.120515,2.176,0.037821,0.055558,0.779558,0.050052,0.01686,0.076881,0.252547,149.5383,4.288,27.274,13.616,14.997,17.9498,3.1617
12/25/2014 1:00,1.783,0.293582,0.004119,0.005604,0.057303,0.758583,0.004893,0.027689,0.316615,0.027716,0.010218,0.042009,0.152075,108.278,3.386,19.356,10.868,10.936,14.8868,2.4997
12/25/2014 2:00,1.355,0.168938,0.004644,0.003667,0.043972,0.510315,0.00338,0.020774,0.260376,0.023601,0.009154,0.027925,0.121143,81.2134,3.006,14.71,8.902,8.434,12.1026,2.0379
12/25/2014 3:00,1.171,0.143277,0.004652,0.004409,0.037482,0.441694,0.003532,0.016324,0.220104,0.019854,0.007831,0.02261,0.10761,58.7875,1.373,4.483,3.452,2.801,10.4504,1.679
12/25/2014 4:00,1.119,0.253831,0.003859,0.057486,0.048792,0.958981,0.025003,0.016285,0.249954,0.019012,0.008095,0.024661,0.1005,46.5769,2.556,8.389,6.311,4.737,9.0346,1.2697
12/25/2014 5:00,0.735285,0.123444,0.002776,0.076077,0.044184,0.902507,0.042153,0.012242,0.231411,0.012654,0.007912,0.014594,0.071487,16.7215,1.293,2.778,2.571,1.548,4.966,0.5123
12/25/2014 6:00,0.346688,0.082887,0.001683,0.00572,0.008859,0.226661,0.004006,0.004347,0.053356,0.004204,0.002064,0.007,0.033373,6.7889,1.526,2.119,2.189,1.113,4.4113,0.4335
12/25/2014 17:00,0.220566,0.154909,0.004816,0.004873,0.018121,0.297966,0.003763,0.004977,0.058997,0.000578,0.000858,0.010966,0.012402,10.6332,0.362,1.955,1.706,0.802,3.4831,0.4518
12/25/2014 18:00,0.207948,0.102492,0.003706,0.001937,0.012373,0.188541,0.00209,0.004406,0.040268,0.000478,0.000553,0.007986,0.011408,6.2605,0.639,1.591,2.337,1.047,3.4703,0.4387
