unit: ug/m3,,,,,,,,,,,,,,,,,,,,
Time,K,Ca,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Ba,Pb,PM2.5,Cl-,NO3-,SO4=,NH4+,OC,EC
12/1/2014 11:00,0.959585,0.888257,0.001387,0.008808,0.068205,1.266,0.005739,0.022376,0.323291,0.014161,0.005541,0.077663,0.071892,52.0861,1.108,6.729,6.922,3.609,8.3685,1.8291
12/1/2014 12:00,0.996812,1.037,0.001697,0.011602,0.088243,1.116,0.004764,0.014463,0.424778,0.015113,0.006169,0.068825,0.074184,53.8979,1.262,9.078,8.772,4.669,7.6188,1.7192
12/1/2014 13:00,1.087,1.189,0.002259,0.00887,0.090873,1.298,0.00443,0.015658,0.359899,0.016665,0.005043,0.079268,0.0717,62.2043,1.353,9.793,9.553,5.433,6.9032,1.5859
12/1/2014 14:00,1.107,1.278,0.00207,0.006698,0.084553,1.442,0.004915,0.01846,0.279259,0.015285,0.004083,0.090673,0.064249,44.6598,1.108,6.168,5.977,3.302,5.1813,1.2529
12/1/2014 15:00,0.86534,1.07,0.001618,0.003938,0.061125,1.235,0.003057,0.013047,0.192129,0.008001,0.002719,0.079233,0.044619,36.4548,0.995,4.558,4.32,2.386,5.0148,1.1465
12/1/2014 16:00,0.714279,0.829697,0.001088,0.002421,0.047688,0.83436,0.002262,0.009234,0.151082,0.004372,0.001825,0.053168,0.042064,40.4658,1.181,4.158,4.013,1.993,5.0342,1.1215
12/1/2014 17:00,0.72936,0.784684,0.001143,0.002919,0.051089,0.884338,0.002213,0.009926,0.172247,0.005287,0.001784,0.052313,0.046303,29.4142,1.169,2.953,3.166,1.455,4.2342,1.0164
12/1/2014 18:00,0.576839,0.600865,0.00092,0.002467,0.042313,0.683332,0.001329,0.008948,0.100603,0.003173,0.001447,0.040314,0.032776,22.6134,1.193,3.302,3.119,1.426,4.6177,0.933
12/1/2014 19:00,0.704303,0.537711,0.000813,0.001854,0.031568,0.644264,0.00164,0.009796,0.094489,0.005096,0.001935,0.035546,0.045135,25.8748,1.099,3.006,2.756,1.407,4.4473,0.9145
12/1/2014 20:00,0.642901,0.362541,0.001673,0.001568,0.022813,0.476594,0.001084,0.008082,0.083769,0.005627,0.001856,0.028263,0.041366,18.2187,1.299,3.278,2.898,1.439,4.3422,0.9354
12/1/2014 21:00,0.646174,0.265821,0.001197,0.001227,0.01961,0.395951,0.001246,0.00654,0.082193,0.005622,0.00159,0.024461,0.044035,23.3874,1.356,3.314,2.919,1.37,4.8968,1.1205
12/1/2014 22:00,0.662923,0.293999,0.000657,0.001825,0.028504,0.40668,0.001396,0.008089,0.081261,0.005127,0.002177,0.025696,0.039448,20.8222,1.679,3.145,3.176,1.677,5.5291,1.3072
12/1/2014 23:00,0.663834,0.313607,0.000341,0.003019,0.040224,0.450555,0.001383,0.014576,0.165327,0.004188,0.002019,0.029098,0.037566,25.0999,1.708,3.062,3.236,1.708,5.0132,1.0993
12/2/2014 0:00,0.683799,0.287437,0.000125,0.002478,0.033618,0.478583,0.001015,0.009917,0.148045,0.004293,0.003043,0.023991,0.031194,32.2239,2.817,3.554,4.304,2.625,5.7552,1.3624
12/2/2014 1:00,0.821463,0.326187,0.005652,0.004172,0.049152,0.903334,0.00314,0.019273,0.217433,0.00857,0.007314,0.034716,0.047969,35.1951,2.814,3.847,4.145,2.627,5.9887,1.5852
12/2/2014 2:00,0.781602,0.324298,0.003433,0.008931,0.057498,0.881279,0.004689,0.039382,0.338842,0.010757,0.009667,0.029263,0.05994,33.8413,2.744,3.819,4.187,2.65,5.3543,1.241
12/2/2014 3:00,0.798041,0.304534,0.002471,0.009124,0.059104,0.813897,0.005034,0.022057,0.306461,0.008994,0.008043,0.027893,0.052936,35.1505,2.478,3.542,4.58,2.64,5.7989,1.0017
12/2/2014 4:00,0.805574,0.300144,0.002397,0.005404,0.05578,1.028,0.002693,0.012252,0.2857,0.011445,0.008739,0.026593,0.05726,25.6361,1.541,3.045,3.598,1.839,4.4423,0.7191
12/2/2014 5:00,0.558782,0.240714,0.00092,0.002875,0.03704,0.629755,0.001935,0.011067,0.242697,0.008104,0.005348,0.026149,0.048288,23.2824,1.543,2.958,2.878,1.491,4.7204,0.8037
12/2/2014 6:00,0.460989,0.203921,0.000958,0.002059,0.025761,0.371875,0.00186,0.009764,0.305812,0.006412,0.003048,0.020439,0.044513,23.4377,1.474,3.247,2.98,1.513,4.3565,0.915
12/2/2014 7:00,0.48538,0.213149,0.00057,0.002696,0.028543,0.349674,0.001784,0.009352,0.383927,0.006671,0.003303,0.020655,0.044947,24.566,1.388,3.659,3.006,1.568,4.7472,1.2689
12/2/2014 8:00,0.497581,0.235859,0.000694,0.003823,0.03443,0.405403,0.002172,0.009643,0.425073,0.005638,0.003122,0.02135,0.045071,22.0699,1.261,4.252,3.244,1.739,4.8725,1.2999
12/2/2014 9:00,0.505089,0.233229,0.001485,0.004564,0.033936,0.387561,0.002694,0.010131,0.378923,0.003993,0.003041,0.021369,0.044016,14.7874,1.297,4.865,3.697,2.01,5.201,1.3675
12/2/2014 10:00,0.514794,0.221205,0.002735,0.00374,0.032911,0.445779,0.002324,0.010239,0.237016,0.004931,0.003614,0.022217,0.049591,17.6617,1.144,4.623,3.466,1.801,5.6987,1.374
12/2/2014 11:00,0.473552,0.231405,0.000543,0.003697,0.030021,0.427397,0.002328,0.009539,0.224139,0.00359,0.002591,0.023645,0.038855,23.6186,1.004,4.251,2.964,1.448,5.3317,1.3715
12/2/2014 12:00,0.431261,0.216081,0.001167,0.003688,0.026744,0.366209,0.002777,0.009503,0.197024,0.001887,0.001981,0.022356,0.029978,31.1551,0.988,5.249,3.79,1.976,5.9026,1.2437
12/2/2014 13:00,1.16864246,0.206651,0.00109,0.003673,0.029083,0.356764,0.002331,0.00775,0.288568,0.002017,0.001885,0.02276,0.030767,17.8084,1.046,5.925,3.994,2.521,5.3229,1.1021
12/2/2014 14:00,0.39264,0.182687,0.001019,0.00272,0.031532,0.349725,0.002005,0.007274,0.191056,0.001856,0.001347,0.019472,0.030475,27.0685,1.447,6.248,3.987,2.795,5.5001,1.1573
12/2/2014 15:00,0.407358,0.221986,0.000637,0.002453,0.03421,0.41808,0.002383,0.008305,0.147438,0.001524,0.001752,0.023734,0.027203,33.6788,1.314,7.216,4.261,3.304,5.5009,1.2884
12/2/2014 16:00,0.427092,0.217211,0.000636,0.003363,0.029502,0.404488,0.002014,0.009725,0.138687,0.001884,0.002512,0.024961,0.023095,31.6744,1.264,8.389,4.839,3.817,7.1034,1.7551
12/2/2014 17:00,0.547322,0.235962,0.001033,0.004412,0.041239,0.51204,0.002398,0.013129,0.192113,0.002013,0.002285,0.028385,0.030115,38.1455,1.92,8.099,5.322,3.862,9.1066,2.0656
12/2/2014 18:00,0.723011,0.322277,0.002477,0.004914,0.051688,0.69469,0.002618,0.016132,0.267413,0.003152,0.002804,0.039035,0.040402,48.2562,2.236,7.119,5.269,3.675,10.7784,2.2588
12/2/2014 19:00,0.809206,0.291327,0.006926,0.009266,0.062838,0.806246,0.005655,0.017909,0.283018,0.005874,0.004137,0.032125,0.05672,44.3851,2.409,7.396,5.489,3.919,11.9739,2.5107
12/2/2014 20:00,0.826932,0.32273,0.008649,0.023774,0.062802,0.914548,0.005985,0.015028,0.290889,0.005817,0.00441,0.037828,0.0593,52.9774,2.335,8.077,6.021,4.289,11.8703,3.0078
12/2/2014 21:00,1.13,0.347774,0.007745,0.04275,0.09785,1.058,0.007923,0.019105,0.346593,0.006735,0.005198,0.050259,0.057357,52.5002,2.62,8.754,6.176,4.636,11.3843,3.1362
12/2/2014 22:00,0.975876,0.362194,0.007463,0.018075,0.093639,1.014,0.008059,0.018614,0.402467,0.006979,0.005171,0.044234,0.059903,46.9281,2.708,8.928,5.911,4.921,9.3376,2.3448
12/2/2014 23:00,0.676514,0.319159,0.00589,0.011255,0.067155,0.877523,0.005902,0.019509,0.373724,0.004503,0.004729,0.038903,0.055167,45.9886,3.168,8.912,5.798,5.004,10.5622,2.9256
12/3/2014 0:00,0.711864,0.368965,0.004402,0.010752,0.069875,0.967566,0.005843,0.020709,0.372983,0.007378,0.004741,0.045543,0.051208,55.7619,3.173,8.681,5.831,5.127,10.815,3.743
12/3/2014 1:00,0.828727,0.440606,0.004573,0.011119,0.080032,1.024,0.006684,0.025059,0.408083,0.010283,0.004985,0.055307,0.064541,60.9147,3.524,8.474,5.753,4.907,10.5848,3.1052
12/3/2014 2:00,0.815578,0.396454,0.006328,0.01195,0.083346,0.966975,0.006749,0.02349,0.388481,0.013911,0.005198,0.048203,0.072656,47.9517,2.887,7.84,5.425,4.667,10.018,2.8498
12/3/2014 3:00,0.789628,0.310978,0.010548,0.01234,0.077256,0.915473,0.008575,0.020209,0.333793,0.014569,0.004764,0.044632,0.065979,40.453,2.519,7.224,4.306,3.97,7.5466,1.9858
12/3/2014 4:00,0.574079,0.210846,0.013626,0.005144,0.066344,0.692664,0.00736,0.012898,0.271918,0.009588,0.002535,0.031727,0.067213,35.7809,1.872,7.747,3.789,3.601,6.4714,1.6221
12/3/2014 5:00,0.556168,0.192694,0.01072,0.004845,0.069158,0.605601,0.006715,0.01075,0.248428,0.006808,0.002642,0.028139,0.064214,34.0862,1.507,8.215,3.756,3.547,7.417,1.6868
12/3/2014 6:00,0.577376,0.180474,0.015696,0.005397,0.070089,0.618768,0.008914,0.012413,0.221732,0.006441,0.002913,0.028321,0.05908,32.2047,1.281,9.095,4.003,3.763,7.354,2.1848
12/3/2014 7:00,0.597234,0.274454,0.013914,0.004821,0.071886,0.677263,0.006935,0.014505,0.231456,0.006884,0.003458,0.033343,0.051164,38.4335,1.114,10.185,4.048,3.956,7.7232,2.3475
12/3/2014 8:00,0.629937,0.28685,0.009803,0.005417,0.07885,0.766203,0.006168,0.017905,0.300281,0.006576,0.003542,0.033233,0.047429,31.9844,0.754,10.264,3.885,3.876,7.9911,2.2754
12/3/2014 9:00,0.616498,0.334743,0.009999,0.006097,0.086062,0.884865,0.006118,0.020256,0.285794,0.006368,0.003511,0.03967,0.045989,35.0221,1.042,10.786,4.028,4.028,7.877,2.3025
12/3/2014 10:00,0.604844,0.337557,0.009815,0.005616,0.089234,0.943179,0.006056,0.019219,0.325698,0.006039,0.003502,0.041587,0.044884,31.8612,1.244,11.103,4.26,4.352,8.7883,2.5216
12/3/2014 11:00,0.691872,0.343031,0.014188,0.008706,0.188476,1.411,0.00831,0.022013,0.428686,0.008084,0.004202,0.053464,0.061304,42.6733,1.72,11.433,4.253,4.434,9.0065,2.3746
12/3/2014 12:00,0.731666,0.272973,0.013758,0.009043,0.296736,1.726,0.009283,0.02407,0.515715,0.008947,0.004461,0.058,0.069409,42.3404,1.262,10.103,4.159,3.216,12.4816015,2.999339188
12/3/2014 13:00,0.699541,0.23685,0.013678,0.006844,0.163318,1.089,0.008745,0.018711,0.362573,0.008611,0.004812,0.044156,0.065405,38.0309,1.445,11.128,4.072,3.6,8.6504,1.5928
12/3/2014 14:00,0.654357,0.234662,0.011107,0.007031,0.135107,0.981202,0.008154,0.016095,0.351304,0.008046,0.004277,0.037486,0.056919,53.4073,1.527,14.264,5.148,5.256,8.1216,1.7435
12/3/2014 15:00,0.690175,0.239262,0.009448,0.007014,0.122173,0.995795,0.007524,0.016144,0.36487,0.007773,0.004295,0.03638,0.060987,49.7734,2.009,14.639,5.459,5.948,8.0915,1.8099
12/3/2014 16:00,0.748668,0.291481,0.009793,0.009152,0.11993,1.059,0.00875,0.017686,0.418371,0.009419,0.004846,0.040423,0.06554,56.7446,3.722,13.803,6.334,6.755,10.9247,2.6148
12/3/2014 17:00,1.052,0.420742,0.013415,0.021101,0.165234,1.392,0.013361,0.023421,0.45556,0.01337,0.008755,0.04413,0.143423,58.1045,3.389,10.952,5.633,5.866,11.516,2.4387
12/3/2014 18:00,1.025,0.426698,0.007638,0.008144,0.112937,0.949164,0.006397,0.018203,0.329739,0.019262,0.006503,0.03956,0.07977,54.1145,3.347,11.046,5.895,6.099,11.931,2.1987
12/3/2014 19:00,1.07,0.268893,0.003311,0.005387,0.073213,0.604804,0.003456,0.013971,0.217041,0.009908,0.005263,0.025999,0.06909,51.4878,3.586,13.608,9.355,7.765,12.9966,2.3885
12/3/2014 20:00,1.165,0.208272,0.004973,0.006334,0.094546,0.68792,0.004359,0.012755,0.25265,0.008325,0.005814,0.026497,0.058578,58.8297,3.409,13.318,9.806,8.284,11.8797,2.4083
12/3/2014 21:00,1.007,0.084096,0.002593,0.005576,0.076929,0.633469,0.00345,0.012689,0.183628,0.009188,0.006177,0.020009,0.048374,53.0397,3.403,13.068,11.853,9.1,10.5233,2.0797
12/3/2014 22:00,0.991544,0.055378,0.003918,0.00821,0.098036,0.987097,0.004716,0.022618,0.210402,0.015152,0.007496,0.019252,0.079431,59.4327,3.85,13.881,21.584,13.63,10.4306,2.2608
12/3/2014 23:00,1.05,0.056436,0.003115,0.012394,0.090092,0.933644,0.004764,0.024381,0.25591,0.021327,0.009026,0.020389,0.091822,69.8152,3.689,14.404,14.949,11.177,10.4588,2.2117
12/4/2014 0:00,0.964927,0.084705,0.002371,0.020963,0.115974,0.958858,0.006722,0.018186,0.395707,0.019083,0.011635,0.023422,0.078757,63.912,4.102,15.219,12.719,10.569,10.5351,2.3283
12/4/2014 1:00,1.066,0.125684,0.004305,0.013011,0.119525,1.089,0.006786,0.034349,0.445705,0.022339,0.008592,0.030936,0.103305,73.4823,4.438,16.747,11.753,10.466,9.9006,2.2448
12/4/2014 2:00,1.019,0.16514,0.00443,0.019304,0.127708,1.055,0.006402,0.035119,0.560215,0.025209,0.008638,0.031076,0.107855,73.8125,4.252,17.403,12.911,11.384,10.0492,2.161
12/4/2014 3:00,1.053,0.202097,0.004113,0.013048,0.11028,0.962919,0.005714,0.019695,0.616008,0.021097,0.009619,0.034484,0.09953,74.0429,3.689,17.737,12.604,11.103,10.4863,2.269
12/4/2014 4:00,1.167,0.211616,0.005364,0.014315,0.106736,0.898012,0.006764,0.019633,0.707966,0.022115,0.01324,0.033952,0.103972,70.8117,3.602,18.533,11.455,10.844,10.9319,2.3183
12/4/2014 5:00,1.224,0.254617,0.00406,0.014667,0.101295,0.861524,0.006497,0.021029,0.736154,0.023446,0.013747,0.035365,0.108015,67.5254,2.978,19.523,10.073,9.904,10.1836,2.1705
12/4/2014 6:00,1.261,0.303145,0.004449,0.012051,0.078553,0.749813,0.005261,0.02759,0.681786,0.023153,0.013158,0.029406,0.13318,66.8115,2.859,20.337,9.543,10.406,10.7776,2.1602
12/4/2014 7:00,1.391,0.382482,0.005894,0.006762,0.06948,0.726406,0.004472,0.013847,0.491716,0.022579,0.014495,0.029927,0.14131,70.9648,3.512,21.148,10.737,10.867,11.4662,2.5893
12/4/2014 8:00,1.514,0.459774,0.010187,0.006475,0.086746,0.907903,0.005379,0.015975,0.578611,0.022661,0.015364,0.031134,0.151554,82.0925,3.89,21.895,13.513,13.112,13.2852,3.0642
12/4/2014 9:00,1.692,0.568974,0.012295,0.009471,0.098113,1.111,0.006711,0.018863,0.65112,0.026406,0.017498,0.0374,0.177761,74.4189,4.558,20.507,14.616,12.704,13.5068,3.0808
12/4/2014 10:00,1.753,0.668497,0.012047,0.010661,0.097593,1.282,0.006266,0.021029,0.577606,0.025722,0.017733,0.04432,0.189816,81.2687,3.665,14.936,12.111,10.307,10.0275,2.1936
12/4/2014 11:00,1.32,0.565809,0.011657,0.008714,0.072977,1.03,0.006081,0.014218,0.35975,0.017819,0.012627,0.037672,0.135544,70.6715,3.027,12.4,10.115,8.412,9.7479,2.009
12/4/2014 12:00,1.143,0.525301,0.008943,0.007248,0.061133,0.933941,0.005502,0.012683,0.315616,0.016333,0.011412,0.039367,0.116997,60.5157,2.692,9.868,7.917,6.471,9.095,1.8102
12/4/2014 13:00,1.069,0.514252,0.007755,0.008147,0.061397,0.982835,0.005142,0.013042,0.316757,0.015686,0.010111,0.042519,0.096824,50.4147,2.147,9.611,7.088,6.086,8.9003,1.6875
12/4/2014 14:00,1.026,0.513848,0.00518,0.007401,0.068146,1.006,0.004568,0.012379,0.28053,0.013679,0.007791,0.052364,0.078375,48.14,2.268,9.482,6.259,5.564,8.8695,1.6274
12/4/2014 15:00,0.975193,0.563288,0.003032,0.007718,0.070748,1.061,0.003761,0.013367,0.287726,0.014451,0.006283,0.060379,0.071479,50.3874,2.179,10.008,6.393,5.573,8.6206,1.813
12/4/2014 16:00,0.999072,0.524047,0.004083,0.008609,0.086713,1.129,0.004789,0.015457,0.37989,0.014437,0.007159,0.05844,0.082845,57.2365,2.3,11.933,7.407,6.311,9.7771,2.0686
12/4/2014 17:00,1.048,0.5048,0.002733,0.009387,0.07835,0.95702,0.003679,0.017485,0.38833,0.01291,0.007688,0.051418,0.082525,61.0637,2.757,13.068,8.022,7.024,12.9133,2.864
12/4/2014 18:00,1.354,0.601864,0.004402,0.011185,0.09242,1.093,0.004822,0.020612,0.442355,0.017578,0.009222,0.057481,0.095018,82.3773,2.986,13.603,7.882,7.347,15.2701,3.7198
12/4/2014 19:00,1.288,0.62461,0.002717,0.010444,0.095536,1.085,0.005198,0.030533,0.374191,0.016189,0.008522,0.053357,0.08757,92.9117,3.928,16.503,9.401,9.286,15.495,3.5341
12/4/2014 20:00,1.46,0.683985,0.002551,0.00954,0.099954,1.042,0.007115,0.042346,0.330516,0.015704,0.008509,0.064457,0.092616,92.9738,4.798,18.157,10.62,10.677,17.3704,3.6959
12/4/2014 21:00,1.559,0.704008,0.003308,0.009639,0.09897,1.124,0.006715,0.039092,0.48957,0.016238,0.008599,0.072958,0.098901,98.8223,6.086,19.457,11.298,11.815,19.0202,5.2265
12/4/2014 22:00,1.609,0.861378,0.005104,0.029277,0.104622,1.265,0.006156,0.038626,0.505258,0.022293,0.008626,0.078911,0.10166,96.8381,6.807,21.638,13.16,13.608,17.9251,5.199
12/4/2014 23:00,1.697,0.731511,0.007697,0.014129,0.10427,1.208,0.006039,0.049328,0.620333,0.025725,0.01054,0.075852,0.109722,95.3143,3.355,22.233,12.603,12.518,13.818,3.1671
12/5/2014 0:00,1.515,0.434653,0.003742,0.010498,0.069547,0.780093,0.004242,0.030925,0.318728,0.020158,0.011886,0.044377,0.116232,100.8034,2.953,23.088,11.616,12.273,13.4064,2.5881
12/5/2014 1:00,1.564,0.361684,0.002484,0.00803,0.06008,0.582526,0.003347,0.016774,0.238189,0.014387,0.009802,0.039075,0.088173,101.3694,3.601,23.199,12.129,12.857,14.6836,2.9493
12/5/2014 2:00,1.564,0.430086,0.003481,0.014416,0.082864,0.756142,0.005779,0.048089,0.552146,0.026441,0.01236,0.042127,0.1229,98.3487,3.274,22.787,12.036,12.689,14.5742,2.4936
12/5/2014 3:00,1.439,0.443971,0.003278,0.01243,0.068669,0.683105,0.00469,0.027491,0.515345,0.021421,0.011171,0.041399,0.109611,94.8243,4.298,22.867,12.565,12.243,14.8952,2.7136
12/5/2014 4:00,1.547,0.448638,0.005596,0.007473,0.076625,0.792086,0.004334,0.025067,0.719303,0.021213,0.012505,0.04265,0.11565,90.6821,3.636,21.555,12.155,11.994,14.6006,2.6327
12/5/2014 5:00,1.491,0.472068,0.005297,0.007619,0.073982,0.746741,0.002926,0.032155,0.643943,0.020258,0.012343,0.040792,0.121092,85.7974,3.843,20,11.628,11.379,14.4325,2.5683
12/5/2014 6:00,1.414,0.416825,0.003216,0.008717,0.074742,0.686646,0.004258,0.065418,0.641385,0.021234,0.010826,0.031401,0.135582,86.769,4.744,20.362,12.67,12.586,14.2349,2.7963
12/5/2014 7:00,1.504,0.484093,0.004824,0.011425,0.089294,0.865144,0.006897,0.057383,0.827929,0.029665,0.012486,0.037142,0.133721,109.5871,4.802,16.533,11.999,10.905,13.4206,2.869
12/5/2014 8:00,1.475,0.546923,0.010137,0.012863,0.098976,1.139,0.00726,0.053518,0.89979,0.028185,0.01497,0.038115,0.142268,85.0267,3.663,13.071,10.022,8.771,11.3513,2.6574
12/5/2014 9:00,1.253,0.508574,0.010322,0.010883,0.08601,1.042,0.006318,0.038287,0.757619,0.021619,0.015158,0.034493,0.125987,44.1342,2.792,9.051,6.468,5.744,8.7063,1.847
12/5/2014 10:00,0.869054,0.406751,0.003098,0.006412,0.055853,0.80185,0.003023,0.013877,0.472815,0.012521,0.009713,0.032488,0.080918,31.9236,1.845,7.029,5.041,4.317,6.9795,1.4431
12/5/2014 11:00,0.764426,0.461795,0.002223,0.008926,0.057299,0.889509,0.00291,0.012208,0.472754,0.011309,0.008394,0.043318,0.0693,21.2911,1.516,4.646,3.195,2.547,5.6753,1.0636
12/5/2014 12:00,0.613084,0.439944,0.001559,0.007971,0.046466,0.844163,0.002957,0.010698,0.355032,0.007213,0.004091,0.051042,0.047558,22.1753,1.269,5.005,3.079,2.483,5.9284,1.294
12/5/2014 13:00,0.530171,0.247011,0.001066,0.005918,0.039038,0.474556,0.001775,0.008502,0.349055,0.007575,0.004874,0.021798,0.044032,22.9112,1.248,5.326,3.248,2.517,6.1795,1.2243
12/5/2014 14:00,0.54814,0.281898,0.001745,0.005968,0.041218,0.531258,0.002801,0.009853,0.360496,0.009647,0.004929,0.02223,0.042752,28.852,1.578,5.925,4.261,3.2,6.5315,1.3318
12/5/2014 15:00,0.599404,0.319794,0.005574,0.007569,0.063201,0.758063,0.004607,0.012771,0.306896,0.009722,0.007041,0.02458,0.04923,40.1787,2.827,6.568,4.532,3.74,6.7238,1.3959
12/5/2014 16:00,0.665645,0.371155,0.008527,0.009455,0.069644,0.862182,0.00536,0.013634,0.325423,0.010488,0.006962,0.032609,0.05458,36.7853,2.386,7.793,4.236,3.921,8.8917,1.8828
12/5/2014 17:00,0.87136,0.581736,0.002632,0.01109,0.081604,1.192,0.005223,0.016928,0.365512,0.01326,0.005313,0.066111,0.061117,49.6875,2.624,9.47,4.95,4.814,11.671,2.4906
12/5/2014 18:00,1.001,0.547007,0.001951,0.012396,0.098514,1.218,0.006375,0.019834,0.494596,0.016551,0.007078,0.054881,0.100908,78.0988,3.369,9.912,5.197,5.218,17.5824,3.4854
12/5/2014 19:00,1.443,0.626766,0.002189,0.01357,0.118112,1.419,0.006217,0.029744,0.59408,0.017922,0.007187,0.062781,0.115677,87.0937,3.589,9.397,5.065,4.988,19.5731,4.573
12/5/2014 20:00,1.351,0.722164,0.001194,0.014442,0.116973,1.322,0.005705,0.055835,0.520607,0.016799,0.006941,0.064733,0.122547,88.8492,4.824,10.599,5.623,5.818,26.5879,5.1043
12/5/2014 21:00,1.689,0.765926,0.000881,0.016085,0.128238,1.408,0.007052,0.05183,0.533291,0.01987,0.007699,0.078527,0.112833,95.8653,7.162,13.492,7.361,8.454,26.8785,6.5792
12/5/2014 22:00,1.941,1.378,0.001849,0.019074,0.123935,1.571,0.010578,0.079198,0.550361,0.019626,0.007982,0.079325,0.126441,100.1529,7.628,13.538,8.054,8.979,27.6262,6.794
12/5/2014 23:00,2.231,1.129,0.001608,0.024254,0.133837,1.627,0.011798,0.078134,0.624124,0.023076,0.008907,0.087114,0.128608,88.7309,8.346,13.026,8.264,9.553,28.2226,7.4095
12/6/2014 0:00,2.263,1.005,0.000125,0.025975,0.137508,1.659,0.011057,0.071769,0.692183,0.023375,0.009071,0.091014,0.1393,110.8765,6.858,12.151,8.477,8.557,23.3727,6.4561
12/6/2014 1:00,1.961,0.801244,0.000125,0.019817,0.118712,1.371,0.008256,0.053676,0.59659,0.020122,0.008498,0.07622,0.127146,107.7372,6.39,11.36,8.209,7.886,21.9525,6.4425
12/6/2014 2:00,1.849,0.750288,0.000125,0.046451,0.125714,1.4,0.008454,0.039427,0.670415,0.02238,0.028842,0.059822,0.163946,91.6821,5.273,10.535,7.692,6.833,22.8816,5.5224
12/6/2014 3:00,1.68,0.631043,0.000125,0.039147,0.107908,1.137,0.007816,0.033087,0.666168,0.021249,0.031199,0.049408,0.164593,81.4066,5.346,10.789,8.612,7.294,19.1475,4.8482
12/6/2014 4:00,1.839,0.650113,0.000612,0.029126,0.099306,1.087,0.014523,0.034873,1.439,0.024451,0.018228,0.046755,0.170704,81.8136,5.454,10.604,10.763,7.329,18.3403,4.5551
12/6/2014 5:00,1.81,0.630147,0.001116,0.033061,0.096213,1.155,0.028678,0.04045,1.86,0.028089,0.01191,0.04341,0.155841,74.35,5.276,10.76,9.321,7.692,17.6108,4.3299
12/6/2014 6:00,1.509,0.526358,0.000592,0.020371,0.086845,0.919151,0.016074,0.048486,0.974455,0.028842,0.009876,0.039208,0.129597,74.6444,6.589,10.888,10.999,8.563,18.148,4.9196
12/6/2014 7:00,1.437,0.499979,0.000125,0.014763,0.094718,0.84132,0.008675,0.083543,0.910887,0.033341,0.010254,0.042142,0.135533,104.8087,7.299,11.998,10.04,9.428,21.1645,6.1397
12/6/2014 8:00,1.643,0.650247,0.000125,0.017394,0.109607,1.089,0.010988,0.096981,1.116,0.030989,0.011154,0.051806,0.150261,103.3655,7.206,13.028,14.387,9.889,21.2234,6.8585
12/6/2014 9:00,1.773,0.845676,0.002714,0.019385,0.132611,1.505,0.012086,0.095262,1.159,0.030636,0.011833,0.062493,0.156524,88.7863,6.262,14.955,11.451,11.644,18.9785,5.5632
12/6/2014 10:00,1.629,0.715354,0.005157,0.017642,0.13906,1.487,0.010378,0.069879,0.956438,0.034362,0.013725,0.05787,0.155299,76.5378,4.925,16.81,18.941,8.947,14.3153,3.5222
12/6/2014 11:00,1.333,0.800792,0.004766,0.011964,0.095846,1.429,0.006706,0.043206,0.651111,0.025609,0.009653,0.080241,0.103404,75.4433,5.704,18.231,10.624,9.896,15.6024,3.909
12/6/2014 12:00,1.466,0.927735,0.006098,0.018223,0.104675,1.687,0.008295,0.064746,0.756115,0.030066,0.010941,0.098791,0.114791,68.1268,3.693,14.185,14.965,7.143,12.0929,2.6092
12/6/2014 13:00,1.216,0.767038,0.002445,0.014642,0.07948,1.481,0.006974,0.032043,0.470872,0.019644,0.008533,0.088035,0.102315,77.3544,3.317,16.623,8.539,7.568,11.5887,2.4663
12/6/2014 14:00,1.486,1.06,0.003151,0.020029,0.108717,2.229,0.007274,0.029554,0.555645,0.024145,0.011401,0.118861,0.175298,72.0216,2.154,11.742,13.054,5.64,10.3585,2.0213
12/6/2014 15:00,1.324,0.926075,0.004415,0.019912,0.093602,2.062,0.008327,0.024669,0.413848,0.020199,0.012265,0.090312,0.203829,61.9364,1.72,12.402,7.148,5.811,9.4777,1.9883
12/6/2014 16:00,1.126,0.852534,0.011293,0.017391,0.091982,1.756,0.012788,0.021756,0.342018,0.01712,0.008855,0.090347,0.131889,58.3666,1.775,11.632,13.216,5.397,10.2592,2.3462
12/6/2014 17:00,1.001,0.575763,0.011522,0.006474,0.097906,1.091,0.007719,0.016746,0.342953,0.01661,0.006897,0.054393,0.087957,61.9948,2.33,14.224,7.234,6.427,12.3133,2.5738
12/6/2014 18:00,1.088,0.526354,0.005482,0.005246,0.150393,1.207,0.00428,0.020039,0.375103,0.017883,0.006617,0.053094,0.09222,68.8583,2.497,15.967,13.453,7.305,15.6702,3.3558
12/6/2014 19:00,1.135,0.416309,0.005708,0.005637,0.114304,0.969114,0.004743,0.023688,0.315543,0.017161,0.007226,0.040189,0.088459,59.2798,2.959,13.539,7.692,6.845,12.7482,2.4812
12/6/2014 20:00,0.909533,0.235121,0.003036,0.00351,0.057656,0.570753,0.002667,0.018108,0.208392,0.013407,0.005933,0.024441,0.065969,36.6207,1.629,5.922,8.181,3.468,10.2939,1.9579
12/6/2014 21:00,0.612484,0.203938,0.001062,0.002106,0.050689,0.537129,0.001842,0.0118,0.123651,0.00794,0.003183,0.022748,0.03677,43.6728,1.798,5.514,4.009,2.766,8.7576,2.5401
